Date,Open,High,Low,Close
02/26/2021,"31,401.29","31,450.89","30,911.37","30,932.37"
02/25/2021,"31,955.94","31,984.77","31,293.32","31,402.01"
02/24/2021,"31,499.75","32,009.64","31,421.29","31,961.86"
02/23/2021,"31,501.89","31,653.38","31,158.76","31,537.35"
02/22/2021,"31,381.12","31,653.48","31,286.57","31,521.69"
02/19/2021,"31,504.13","31,647.53","31,469.34","31,494.32"
02/18/2021,"31,558.60","31,558.60","31,285.32","31,493.34"
02/17/2021,"31,485.61","31,643.70","31,338.76","31,613.02"
02/16/2021,"31,472.08","31,608.63","31,443.48","31,522.75"
02/12/2021,"31,420.80","31,475.31","31,347.80","31,458.40"
02/11/2021,"31,466.49","31,543.82","31,244.36","31,430.70"
02/10/2021,"31,428.02","31,511.44","31,221.32","31,437.80"
02/09/2021,"31,359.88","31,439.47","31,245.86","31,375.83"
02/08/2021,"31,191.20","31,386.10","31,191.20","31,385.76"
02/05/2021,"31,093.81","31,252.18","31,083.22","31,148.24"
02/04/2021,"30,737.78","31,065.96","30,737.78","31,055.86"
02/03/2021,"30,689.65","30,793.41","30,521.31","30,723.60"
02/02/2021,"30,276.88","30,840.54","30,276.88","30,687.48"
02/01/2021,"30,054.73","30,335.91","30,014.97","30,211.91"
01/29/2021,"30,553.91","30,553.91","29,856.30","29,982.62"
01/28/2021,"30,377.19","30,951.41","30,377.19","30,603.36"
01/27/2021,"30,893.78","30,893.78","30,206.91","30,303.17"
01/26/2021,"30,968.55","31,121.42","30,921.71","30,937.04"
01/25/2021,"30,989.85","30,989.85","30,564.06","30,960.00"
01/22/2021,"31,141.56","31,141.56","30,908.47","30,996.98"
01/21/2021,"31,198.01","31,272.22","31,120.92","31,176.01"
01/20/2021,"31,017.54","31,235.98","30,997.79","31,188.38"
01/19/2021,"30,887.42","31,086.62","30,865.03","30,930.52"
01/15/2021,"30,926.77","30,941.98","30,612.67","30,814.26"
01/14/2021,"31,085.67","31,223.78","30,982.24","30,991.52"
01/13/2021,"31,084.88","31,153.37","30,992.05","31,060.47"
01/12/2021,"31,015.01","31,114.56","30,888.76","31,068.69"
01/11/2021,"31,015.37","31,096.98","30,832.06","31,008.69"
01/08/2021,"31,069.58","31,140.67","30,793.27","31,097.97"
01/07/2021,"30,901.18","31,193.40","30,897.86","31,041.13"
01/06/2021,"30,362.78","31,022.65","30,313.07","30,829.40"
01/05/2021,"30,204.25","30,504.89","30,141.78","30,391.60"
01/04/2021,"30,627.47","30,674.28","29,881.82","30,223.89"
12/31/2020,"30,417.64","30,637.47","30,344.50","30,606.48"
12/30/2020,"30,415.09","30,525.35","30,393.04","30,409.56"
12/29/2020,"30,492.07","30,588.79","30,274.24","30,335.67"
12/28/2020,"30,283.23","30,525.56","30,283.23","30,403.97"
12/24/2020,"30,155.92","30,209.67","30,099.30","30,199.87"
12/23/2020,"30,046.73","30,292.53","30,046.73","30,129.83"
12/22/2020,"30,200.20","30,200.20","29,992.89","30,015.51"
12/21/2020,"30,159.00","30,304.14","29,755.53","30,216.45"
12/18/2020,"30,314.26","30,343.59","30,029.44","30,179.05"
12/17/2020,"30,216.00","30,323.78","30,216.00","30,303.37"
12/16/2020,"30,191.38","30,236.03","30,080.11","30,154.54"
12/15/2020,"29,919.09","30,243.26","29,894.95","30,199.31"
12/14/2020,"30,123.91","30,325.79","29,849.15","29,861.55"
12/11/2020,"29,988.21","30,071.13","29,820.84","30,046.37"
12/10/2020,"30,032.55","30,063.87","29,876.82","29,999.26"
12/09/2020,"30,229.81","30,319.70","29,951.85","30,068.81"
12/08/2020,"29,997.95","30,246.22","29,972.07","30,173.88"
12/07/2020,"30,233.03","30,233.03","29,967.22","30,069.79"
12/04/2020,"29,989.56","30,218.26","29,989.56","30,218.26"
12/03/2020,"29,920.83","30,110.88","29,877.27","29,969.52"
12/02/2020,"29,695.09","29,902.51","29,599.29","29,883.79"
12/01/2020,"29,797.50","30,083.31","29,797.50","29,823.92"
11/30/2020,"29,854.51","29,854.51","29,463.64","29,638.64"
11/27/2020,"29,911.33","30,015.13","29,819.98","29,910.37"
11/25/2020,"30,058.87","30,058.87","29,806.25","29,872.47"
11/24/2020,"29,746.11","30,116.51","29,746.11","30,046.24"
11/23/2020,"29,332.82","29,667.75","29,332.82","29,591.27"
11/20/2020,"29,437.57","29,469.89","29,231.20","29,263.48"
11/19/2020,"29,370.92","29,524.90","29,228.38","29,483.23"
11/18/2020,"29,875.40","29,930.85","29,432.84","29,438.42"
11/17/2020,"29,800.15","29,872.42","29,520.29","29,783.35"
11/16/2020,"29,672.36","29,964.29","29,672.36","29,950.44"
11/13/2020,"29,203.90","29,559.25","29,203.90","29,479.81"
11/12/2020,"29,231.91","29,311.83","28,902.13","29,080.17"
11/11/2020,"29,524.35","29,593.11","29,281.22","29,397.63"
11/10/2020,"29,254.17","29,478.86","29,126.99","29,420.92"
11/09/2020,"29,467.90","29,933.83","29,130.66","29,157.97"
11/06/2020,"28,399.13","28,431.96","28,189.50","28,323.40"
11/05/2020,"28,083.37","28,495.05","28,083.37","28,390.18"
11/04/2020,"27,512.83","28,301.50","27,512.83","27,847.66"
11/03/2020,"27,138.69","27,640.21","27,138.69","27,480.03"
11/02/2020,"26,691.28","27,043.48","26,691.28","26,925.05"
10/30/2020,"26,572.27","26,639.18","26,143.77","26,501.60"
10/29/2020,"26,480.98","26,891.89","26,290.78","26,659.11"
10/28/2020,"27,102.14","27,102.14","26,497.39","26,519.95"
10/27/2020,"27,651.18","27,707.69","27,457.96","27,463.19"
10/26/2020,"28,185.82","28,185.82","27,370.16","27,685.38"
10/23/2020,"28,409.65","28,436.52","28,149.82","28,335.57"
10/22/2020,"28,197.42","28,421.31","28,040.18","28,363.66"
10/21/2020,"28,270.66","28,450.64","28,196.39","28,210.82"
10/20/2020,"28,245.85","28,575.03","28,243.04","28,308.79"
10/19/2020,"28,633.55","28,711.93","28,139.40","28,195.42"
10/16/2020,"28,570.72","28,842.90","28,570.72","28,606.31"
10/15/2020,"28,323.40","28,535.85","28,181.54","28,494.20"
10/14/2020,"28,731.30","28,792.56","28,461.73","28,514.00"
10/13/2020,"28,764.95","28,808.84","28,604.35","28,679.81"
10/12/2020,"28,671.12","28,957.90","28,659.67","28,837.52"
10/09/2020,"28,533.61","28,676.29","28,440.63","28,586.90"
10/08/2020,"28,348.86","28,459.13","28,265.56","28,425.51"
10/07/2020,"27,971.36","28,369.66","27,971.36","28,303.46"
10/06/2020,"28,214.24","28,354.48","27,728.03","27,772.76"
10/05/2020,"27,825.42","28,162.64","27,825.42","28,148.64"
10/02/2020,"27,536.39","27,861.43","27,382.94","27,682.81"
10/01/2020,"27,940.63","28,041.46","27,669.26","27,816.90"
09/30/2020,"27,514.64","28,026.33","27,511.06","27,781.70"
09/29/2020,"27,560.24","27,605.60","27,338.09","27,452.66"
09/28/2020,"27,362.14","27,722.60","27,362.14","27,584.06"
09/25/2020,"26,694.51","27,239.29","26,635.38","27,173.96"
09/24/2020,"26,716.09","27,094.85","26,537.01","26,815.44"
09/23/2020,"27,413.60","27,464.46","26,716.12","26,763.13"
09/22/2020,"27,170.34","27,333.09","26,989.93","27,288.18"
09/21/2020,"27,484.71","27,484.71","26,715.15","27,147.70"
09/18/2020,"27,864.87","27,946.69","27,487.97","27,657.42"
09/17/2020,"27,834.18","28,056.79","27,647.93","27,901.98"
09/16/2020,"28,031.69","28,364.77","28,021.67","28,032.38"
09/15/2020,"28,139.76","28,231.06","27,931.45","27,995.60"
09/14/2020,"27,718.74","28,086.06","27,718.74","27,993.33"
09/11/2020,"27,613.86","27,828.82","27,448.15","27,665.64"
09/10/2020,"28,022.51","28,174.78","27,447.08","27,534.58"
09/09/2020,"27,711.71","28,206.21","27,704.54","27,940.47"
09/08/2020,"27,925.23","27,925.23","27,464.90","27,500.89"
09/04/2020,"28,341.05","28,539.75","27,664.68","28,133.31"
09/03/2020,"29,090.70","29,199.35","28,074.76","28,292.73"
09/02/2020,"28,736.79","29,162.88","28,713.53","29,100.50"
09/01/2020,"28,439.61","28,659.26","28,290.72","28,645.66"
08/31/2020,"28,643.66","28,643.66","28,363.55","28,430.05"
08/28/2020,"28,601.29","28,733.35","28,487.98","28,653.87"
08/27/2020,"28,384.07","28,634.22","28,363.93","28,492.27"
08/26/2020,"28,257.88","28,353.80","28,153.91","28,331.92"
08/25/2020,"28,347.42","28,400.74","28,094.57","28,248.44"
08/24/2020,"28,077.58","28,314.94","28,041.75","28,308.46"
08/21/2020,"27,758.13","27,959.48","27,686.78","27,930.33"
08/20/2020,"27,622.68","27,781.46","27,526.25","27,739.73"
08/19/2020,"27,811.26","27,920.42","27,647.67","27,692.88"
08/18/2020,"27,853.48","27,891.12","27,668.79","27,778.07"
08/17/2020,"27,970.05","27,999.81","27,816.40","27,844.91"
08/14/2020,"27,828.93","27,977.81","27,759.39","27,931.02"
08/13/2020,"27,922.51","27,986.10","27,789.78","27,896.72"
08/12/2020,"27,860.24","28,043.89","27,843.32","27,976.84"
08/11/2020,"27,961.64","28,154.88","27,624.51","27,686.91"
08/10/2020,"27,488.21","27,803.86","27,488.21","27,791.44"
08/07/2020,"27,321.68","27,456.24","27,223.55","27,433.48"
08/06/2020,"27,170.82","27,394.10","27,145.25","27,386.98"
08/05/2020,"26,924.78","27,221.67","26,924.78","27,201.52"
08/04/2020,"26,664.61","26,832.72","26,597.82","26,828.47"
08/03/2020,"26,542.32","26,707.26","26,534.38","26,664.40"
07/31/2020,"26,409.33","26,440.02","26,013.59","26,428.32"
07/30/2020,"26,367.42","26,374.93","25,992.28","26,313.65"
07/29/2020,"26,388.44","26,602.45","26,375.39","26,539.57"
07/28/2020,"26,529.45","26,556.84","26,361.71","26,379.28"
07/27/2020,"26,447.67","26,625.46","26,426.92","26,584.77"
07/24/2020,"26,533.41","26,625.70","26,402.86","26,469.89"
07/23/2020,"26,955.97","26,973.85","26,560.04","26,652.33"
07/22/2020,"26,824.56","27,035.24","26,794.19","27,005.84"
07/21/2020,"26,833.14","27,025.38","26,766.22","26,840.40"
07/20/2020,"26,660.29","26,765.02","26,504.20","26,680.87"
07/17/2020,"26,774.62","26,808.43","26,619.88","26,671.95"
07/16/2020,"26,746.57","26,879.16","26,590.01","26,734.71"
07/15/2020,"27,009.81","27,071.33","26,692.48","26,870.10"
07/14/2020,"26,044.17","26,690.52","25,994.98","26,642.59"
07/13/2020,"26,225.07","26,639.09","26,044.23","26,085.80"
07/10/2020,"25,690.35","26,101.32","25,637.50","26,075.30"
07/09/2020,"26,094.92","26,103.28","25,523.51","25,706.09"
07/08/2020,"25,950.06","26,109.49","25,816.25","26,067.28"
07/07/2020,"26,172.01","26,174.93","25,866.58","25,890.18"
07/06/2020,"25,996.08","26,297.53","25,996.08","26,287.03"
07/02/2020,"25,936.45","26,204.41","25,778.12","25,827.36"
07/01/2020,"25,879.38","26,019.31","25,713.61","25,734.97"
06/30/2020,"25,512.43","25,905.38","25,475.14","25,812.88"
06/29/2020,"25,152.45","25,601.15","25,096.16","25,595.80"
06/26/2020,"25,641.69","25,641.69","24,971.03","25,015.55"
06/25/2020,"25,365.22","25,769.61","25,209.79","25,745.60"
06/24/2020,"25,992.96","25,992.96","25,296.73","25,445.94"
06/23/2020,"26,159.39","26,314.97","26,105.97","26,156.10"
06/22/2020,"25,865.08","26,059.81","25,667.68","26,024.96"
06/19/2020,"26,213.10","26,451.44","25,759.66","25,871.46"
06/18/2020,"26,016.45","26,154.20","25,848.53","26,080.10"
06/17/2020,"26,330.52","26,400.07","26,068.41","26,119.61"
06/16/2020,"26,326.68","26,611.03","25,811.70","26,289.98"
06/15/2020,"25,270.39","25,891.58","24,843.18","25,763.16"
06/12/2020,"25,659.42","25,965.55","25,078.41","25,605.54"
06/11/2020,"26,282.51","26,294.08","25,082.72","25,128.17"
06/10/2020,"27,251.89","27,355.22","26,938.05","26,989.99"
06/09/2020,"27,447.37","27,447.37","27,151.06","27,272.30"
06/08/2020,"27,232.93","27,580.21","27,232.48","27,572.44"
06/05/2020,"26,836.80","27,338.30","26,836.80","27,110.98"
06/04/2020,"26,226.49","26,384.10","26,082.31","26,281.82"
06/03/2020,"25,906.88","26,337.75","25,906.88","26,269.89"
06/02/2020,"25,582.52","25,743.13","25,523.74","25,742.65"
06/01/2020,"25,342.99","25,508.83","25,220.66","25,475.02"
05/29/2020,"25,324.15","25,482.80","25,031.67","25,383.11"
05/28/2020,"25,697.36","25,758.79","25,358.73","25,400.64"
05/27/2020,"25,298.63","25,551.56","25,009.87","25,548.27"
05/26/2020,"24,781.84","25,176.42","24,781.84","24,995.11"
05/22/2020,"24,461.98","24,481.64","24,294.07","24,465.16"
05/21/2020,"24,564.27","24,718.46","24,370.88","24,474.12"
05/20/2020,"24,455.94","24,649.48","24,455.94","24,575.90"
05/19/2020,"24,577.48","24,599.50","24,202.96","24,206.86"
05/18/2020,"24,059.98","24,708.54","24,059.98","24,597.37"
05/15/2020,"23,454.83","23,730.08","23,354.15","23,685.42"
05/14/2020,"23,049.06","23,630.86","22,789.62","23,625.34"
05/13/2020,"23,702.16","23,708.90","23,067.64","23,247.97"
05/12/2020,"24,292.84","24,382.09","23,761.58","23,764.78"
05/11/2020,"24,256.45","24,366.21","24,070.22","24,221.99"
05/08/2020,"24,107.82","24,349.90","24,107.05","24,331.32"
05/07/2020,"23,837.21","24,094.62","23,834.39","23,875.89"
05/06/2020,"23,978.88","24,054.59","23,661.14","23,664.64"
05/05/2020,"23,958.88","24,169.72","23,868.91","23,883.09"
05/04/2020,"23,581.55","23,769.56","23,361.16","23,749.76"
05/01/2020,"24,120.78","24,120.78","23,645.30","23,723.69"
04/30/2020,"24,585.57","24,585.57","24,186.90","24,345.72"
04/29/2020,"24,490.37","24,764.77","24,453.99","24,633.86"
04/28/2020,"24,357.17","24,512.24","24,031.20","24,101.55"
04/27/2020,"23,866.15","24,207.65","23,840.61","24,133.78"
04/24/2020,"23,628.24","23,826.00","23,417.68","23,775.27"
04/23/2020,"23,543.09","23,885.36","23,483.35","23,515.26"
04/22/2020,"23,437.34","23,613.10","23,339.60","23,475.82"
