Date,Open,High,Low,Close
10/12/2018,"25,407.63","25,467.55","25,000.83","25,339.99"
10/11/2018,"25,518.39","25,683.64","24,899.77","25,052.83"
10/10/2018,"26,441.73","26,441.73","25,593.65","25,598.74"
10/09/2018,"26,469.19","26,539.94","26,324.16","26,430.57"
10/08/2018,"26,399.45","26,529.35","26,223.09","26,486.78"
10/05/2018,"26,632.77","26,676.16","26,301.81","26,447.05"
10/04/2018,"26,784.08","26,793.82","26,471.61","26,627.48"
10/03/2018,"26,833.47","26,951.81","26,789.08","26,828.39"
10/02/2018,"26,648.91","26,824.78","26,627.66","26,773.94"
10/01/2018,"26,598.36","26,737.98","26,596.05","26,651.21"
09/28/2018,"26,407.66","26,515.76","26,383.57","26,458.31"
09/27/2018,"26,418.27","26,557.01","26,379.95","26,439.93"
09/26/2018,"26,536.86","26,606.09","26,349.34","26,385.28"
09/25/2018,"26,601.58","26,634.85","26,475.58","26,492.21"
09/24/2018,"26,705.25","26,709.94","26,548.68","26,562.05"
09/21/2018,"26,726.25","26,769.16","26,680.37","26,743.50"
09/20/2018,"26,519.39","26,697.49","26,519.39","26,656.98"
09/19/2018,"26,287.84","26,464.41","26,280.76","26,405.76"
09/18/2018,"26,076.21","26,317.34","26,076.21","26,246.96"
09/17/2018,"26,151.66","26,184.47","26,030.35","26,062.12"
09/14/2018,"26,169.56","26,211.11","26,068.29","26,154.67"
09/13/2018,"26,083.94","26,191.64","26,067.08","26,145.99"
09/12/2018,"25,989.07","26,145.72","25,929.43","25,998.92"
09/11/2018,"25,841.14","26,019.92","25,754.32","25,971.06"
09/10/2018,"25,991.91","26,039.96","25,854.13","25,857.07"
09/07/2018,"25,951.02","26,002.99","25,818.39","25,916.54"
09/06/2018,"25,973.02","26,073.68","25,880.84","25,995.87"
09/05/2018,"25,919.84","26,011.22","25,871.04","25,974.99"
09/04/2018,"25,916.07","25,971.77","25,805.95","25,952.48"
08/31/2018,"25,964.85","26,028.83","25,879.77","25,964.82"
08/30/2018,"26,099.01","26,104.37","25,934.80","25,986.92"
08/29/2018,"26,082.53","26,167.94","26,035.30","26,124.57"
08/28/2018,"26,092.70","26,122.24","26,037.85","26,064.02"
08/27/2018,"25,882.71","26,067.57","25,882.71","26,049.64"
08/24/2018,"25,688.58","25,826.05","25,688.58","25,790.35"
08/23/2018,"25,714.86","25,762.56","25,608.02","25,656.98"
08/22/2018,"25,825.06","25,836.16","25,722.43","25,733.60"
08/21/2018,"25,786.99","25,888.82","25,784.90","25,822.29"
08/20/2018,"25,727.70","25,790.17","25,716.41","25,758.69"
08/17/2018,"25,550.80","25,728.16","25,521.66","25,669.32"
08/16/2018,"25,294.97","25,607.34","25,294.97","25,558.73"
08/15/2018,"25,235.37","25,235.37","24,965.77","25,162.41"
08/14/2018,"25,215.69","25,339.51","25,201.87","25,299.92"
08/13/2018,"25,327.19","25,381.39","25,153.93","25,187.70"
08/10/2018,"25,401.19","25,401.19","25,222.88","25,313.14"
08/09/2018,"25,589.79","25,613.31","25,492.69","25,509.23"
08/08/2018,"25,615.72","25,634.11","25,557.48","25,583.75"
08/07/2018,"25,551.65","25,692.72","25,551.65","25,628.91"
08/06/2018,"25,437.43","25,540.02","25,381.38","25,502.18"
08/03/2018,"25,360.37","25,467.90","25,325.17","25,462.58"
08/02/2018,"25,256.45","25,360.48","25,120.07","25,326.16"
08/01/2018,"25,461.63","25,488.80","25,278.32","25,333.82"
07/31/2018,"25,345.21","25,490.98","25,345.21","25,415.19"
07/30/2018,"25,439.32","25,500.16","25,287.38","25,306.83"
07/27/2018,"25,520.52","25,580.22","25,370.07","25,451.06"
07/26/2018,"25,468.55","25,587.24","25,463.16","25,527.07"
07/25/2018,"25,183.70","25,432.87","25,113.55","25,414.10"
07/24/2018,"25,092.43","25,286.62","25,092.43","25,241.94"
07/23/2018,"25,036.90","25,081.45","24,983.33","25,044.29"
07/20/2018,"25,041.14","25,124.10","24,986.35","25,058.12"
07/19/2018,"25,139.15","25,154.17","25,052.62","25,064.50"
07/18/2018,"25,133.79","25,215.32","25,101.12","25,199.29"
07/17/2018,"25,033.92","25,155.39","24,989.61","25,119.89"
07/16/2018,"25,025.58","25,072.41","24,979.64","25,064.36"
07/13/2018,"24,926.07","25,043.21","24,890.06","25,019.41"
07/12/2018,"24,802.90","24,939.97","24,802.90","24,924.89"
07/11/2018,"24,789.48","24,815.16","24,663.82","24,700.45"
07/10/2018,"24,806.97","24,945.38","24,806.97","24,919.66"
07/09/2018,"24,519.20","24,796.52","24,518.43","24,776.59"
07/06/2018,"24,352.47","24,520.29","24,281.47","24,456.48"
07/05/2018,"24,285.82","24,372.80","24,177.44","24,356.74"
07/03/2018,"24,359.39","24,444.88","24,150.85","24,174.82"
07/02/2018,"24,161.53","24,319.42","24,077.56","24,307.18"
06/29/2018,"24,323.93","24,509.52","24,269.71","24,271.41"
06/28/2018,"24,064.19","24,308.16","23,997.21","24,216.05"
06/27/2018,"24,303.11","24,569.02","24,115.82","24,117.59"
06/26/2018,"24,281.89","24,384.21","24,241.22","24,283.11"
06/25/2018,"24,463.73","24,463.73","24,084.39","24,252.80"
06/22/2018,"24,526.97","24,663.18","24,526.97","24,580.89"
06/21/2018,"24,639.21","24,639.21","24,406.63","24,461.70"
06/20/2018,"24,771.17","24,804.76","24,628.39","24,657.80"
06/19/2018,"24,763.59","24,763.59","24,567.75","24,700.21"
06/18/2018,"24,944.28","25,003.10","24,825.77","24,987.47"
06/15/2018,"25,116.71","25,130.82","24,894.38","25,090.48"
06/14/2018,"25,254.65","25,332.50","25,138.60","25,175.31"
06/13/2018,"25,328.65","25,362.07","25,191.42","25,201.20"
06/12/2018,"25,346.82","25,364.37","25,247.04","25,320.73"
06/11/2018,"25,336.67","25,402.83","25,290.20","25,322.31"
06/08/2018,"25,209.29","25,325.63","25,165.70","25,316.53"
06/07/2018,"25,192.14","25,326.09","25,164.48","25,241.41"
06/06/2018,"24,854.14","25,146.46","24,854.14","25,146.39"
06/05/2018,"24,820.12","24,838.78","24,710.82","24,799.98"
06/04/2018,"24,727.55","24,859.37","24,722.14","24,813.69"
06/01/2018,"24,542.09","24,673.60","24,542.09","24,635.21"
05/31/2018,"24,620.79","24,620.79","24,352.15","24,415.84"
05/30/2018,"24,467.83","24,714.48","24,459.09","24,667.78"
05/29/2018,"24,606.59","24,635.18","24,247.84","24,361.45"
05/25/2018,"24,781.29","24,824.22","24,687.81","24,753.09"
05/24/2018,"24,877.36","24,877.36","24,605.90","24,811.76"
05/23/2018,"24,757.71","24,889.46","24,667.12","24,886.81"
05/22/2018,"25,047.55","25,064.99","24,812.06","24,834.41"
05/21/2018,"24,883.06","25,086.49","24,883.06","25,013.29"
05/18/2018,"24,707.72","24,774.97","24,664.87","24,715.09"
05/17/2018,"24,752.40","24,839.49","24,639.40","24,713.98"
05/16/2018,"24,722.32","24,801.19","24,672.79","24,768.93"
05/15/2018,"24,809.55","24,809.55","24,629.39","24,706.41"
05/14/2018,"24,879.37","24,994.19","24,862.52","24,899.41"
05/11/2018,"24,758.64","24,868.65","24,717.50","24,831.17"
05/10/2018,"24,591.66","24,794.99","24,575.91","24,739.53"
05/09/2018,"24,399.18","24,586.48","24,323.87","24,542.54"
05/08/2018,"24,341.35","24,412.34","24,198.34","24,360.21"
05/07/2018,"24,317.66","24,479.45","24,263.42","24,357.32"
05/04/2018,"23,865.22","24,333.35","23,778.87","24,262.51"
05/03/2018,"23,836.23","23,996.15","23,531.31","23,930.15"
05/02/2018,"24,097.63","24,185.52","23,886.30","23,924.98"
05/01/2018,"24,117.29","24,117.29","23,808.19","24,099.05"
04/30/2018,"24,410.41","24,498.23","24,163.08","24,163.15"
04/27/2018,"24,342.14","24,359.38","24,194.45","24,311.19"
04/26/2018,"24,128.72","24,402.46","24,128.72","24,322.34"
04/25/2018,"24,070.20","24,146.34","23,823.08","24,083.83"
04/24/2018,"24,579.94","24,579.94","23,828.73","24,024.13"
04/23/2018,"24,488.07","24,536.89","24,328.54","24,448.69"
