Date,Open,High,Low,Close
05/16/2019,"25,692.14","25,957.63","25,692.14","25,862.68"
05/15/2019,"25,400.13","25,724.89","25,341.94","25,648.02"
05/14/2019,"25,384.03","25,688.96","25,384.03","25,532.05"
05/13/2019,"25,568.06","25,568.06","25,222.51","25,324.99"
05/10/2019,"25,763.72","26,019.32","25,469.86","25,942.37"
05/09/2019,"25,878.85","25,884.89","25,517.39","25,828.36"
05/08/2019,"25,933.79","26,118.10","25,889.41","25,967.33"
05/07/2019,"26,276.90","26,276.90","25,789.71","25,965.09"
05/06/2019,"26,160.62","26,476.27","26,033.95","26,438.48"
05/03/2019,"26,379.14","26,534.96","26,370.09","26,504.95"
05/02/2019,"26,407.15","26,454.69","26,180.36","26,307.79"
05/01/2019,"26,639.06","26,689.39","26,426.38","26,430.14"
04/30/2019,"26,594.56","26,614.04","26,419.47","26,592.91"
04/29/2019,"26,559.87","26,602.54","26,520.75","26,554.39"
04/26/2019,"26,454.62","26,543.56","26,392.55","26,543.33"
04/25/2019,"26,426.37","26,536.48","26,310.28","26,462.08"
04/24/2019,"26,652.56","26,680.58","26,582.86","26,597.05"
04/23/2019,"26,513.83","26,695.96","26,503.56","26,656.39"
04/22/2019,"26,510.77","26,553.05","26,458.61","26,511.05"
